ID,Gender,Weight (kg),Height (cm),Size
4411,Female,11.1,70.5,XS
4412,Female,44.8,139.3,M
4413,Male,7.5,64.1,XS
4414,Female,3.3,66.1,XS
4415,Male,21.7,113.2,S
4416,Female,18.6,71.5,XS
4417,Male,44,150.8,M
4418,Female,28.5,142.8,XL
4419,Female,13.6,53.5,XS
4420,Male,23.7,91.7,S
4421,Female,20.2,115.5,S
4422,Female,36.7,136,M
4423,Male,43.5,153.5,M
4424,Female,48.9,154.7,M
4425,Female,25.7,127.6,XL
4426,Female,33.9,151.9,M
4427,Male,2,47.2,XS
4428,Female,35.3,160.9,XL
4429,Male,24.2,113.8,S
4430,Female,11.7,94.8,S
4431,Female,6.9,69.6,XS
4432,Male,3,67.3,XS
4433,Male,25.9,125,XL
4434,Female,44.3,148.8,M
4435,Male,35.5,133.7,M
4436,Male,34.5,127.7,M
4437,Female,15.5,74.1,XS
4438,Male,34.8,139.1,M
4439,Female,41.1,156.5,M
4440,Male,10.5,54.6,XS
4441,Female,21.6,116.5,S
4442,Female,18.5,97.6,S
4443,Female,22.4,91.4,S
4444,Female,28.7,120.8,XL
4445,Male,40.4,155.7,M
4446,Male,22.2,121.3,XL
4447,Male,0.8,32.9,XS
4448,Male,42.4,163.7,XL
4449,Male,49.9,164.7,XL
4450,Male,37.2,149,M
4451,Female,27.1,131.1,XL
4452,Female,24.4,111,S
4453,Male,12.1,78.9,XS
4454,Female,11.3,80.9,S
4455,Male,42.8,135.9,M
4456,Male,4.5,76,XS
4457,Female,40,138.2,M
4458,Female,29.7,120.9,XL
4459,Male,16.6,89.1,S
4460,Male,26.4,125.4,XL
4461,Male,15.7,112.6,S
4462,Female,29.4,128.5,XL
4463,Female,36,113.2,M
4464,Female,31.9,124.4,M
4465,Female,46.7,170.2,XL
4466,Male,38.6,144.2,M
4467,Female,34.1,142,M
4468,Female,49,168.2,XL
4469,Male,41.3,147.7,M
4470,Female,14,93,S
4471,Male,38.8,122.2,M
4472,Male,8.5,67.5,XS
4473,Male,15.7,94.2,S
4474,Male,44.3,176.1,XL
4475,Male,24.9,84.7,S
4476,Female,44.3,172.2,XL
4477,Male,14.2,44.7,XS
4478,Male,17.3,68.9,XS
4479,Female,15.7,67.4,XS
4480,Male,16.3,145.1,XL
4481,Female,31.6,118.7,M
4482,Female,34.3,156.2,M
4483,Female,10.4,92.1,S
4484,Male,30.8,130.4,M
4485,Male,39.5,158.1,M
4486,Male,10.5,72,XS
4487,Male,6.9,67.7,XS
4488,Male,10.4,84.2,S
4489,Female,18.9,85.5,S
4490,Male,27,92.6,S
4491,Female,23.2,104.2,S
4492,Female,17.6,95.1,S
4493,Female,-2.6,37.1,XS
4494,Male,29.1,87.1,S
4495,Female,2,55.2,XS
4496,Male,42.4,144.6,M
4497,Female,10.2,78.1,XS
4498,Female,31.1,103.5,M
4499,Male,30,121.4,M
4500,Female,9.1,69.9,XS
4501,Female,22.9,97.4,S
4502,Male,23.1,119.5,S
4503,Female,30.5,120.5,M
4504,Female,24,130.7,XL
4505,Female,8.9,61.5,XS
4506,Female,28.7,129.3,XL
4507,Female,23.3,113.4,S
4508,Female,19.6,51.7,XS
4509,Male,9.1,54.8,XS
4510,Female,28.4,92.8,S
4511,Male,40.6,152.4,M
4512,Male,46.9,151.2,M
4513,Male,52,173.6,L
4514,Male,3.6,71.8,XS
4515,Male,7.6,71.5,XS
4516,Male,32.3,147.6,M
4517,Male,10.5,78.2,XS
4518,Female,8.5,48.2,XS
4519,Male,0.7,35.2,XS
4520,Female,46.9,160.8,XL
4521,Male,14.9,71.3,XS
4522,Male,33.4,132.4,M
4523,Female,10.9,61.3,XS
4524,Male,18.3,96.5,S
4525,Female,8.4,73.7,XS
4526,Female,40.5,123.9,M
4527,Male,47.7,141.4,M
4528,Male,5.4,62.3,XS
4529,Female,31.6,142.7,M
4530,Male,9.8,64.2,XS
4531,Male,52.1,185,XL
4532,Female,13.8,91.7,S
4533,Male,9,66.1,XS
4534,Female,35.7,134.9,M
4535,Female,31,122.1,M
4536,Male,8,97.6,XS
4537,Female,29.1,126.8,XL
4538,Male,24,120.5,XL
4539,Female,26.5,115,S
4540,Male,35.9,121.1,M
4541,Male,42,162.4,XL
4542,Male,32.1,117,M
4543,Female,12.8,66.4,XS
4544,Male,35.9,133,M
4545,Female,28.3,138,XL
4546,Female,26.3,81.5,S
4547,Female,-4.2,47,XS
4548,Male,21.6,131.7,XL
4549,Female,16.6,93.5,S
4550,Male,22.4,118.8,S
4551,Male,39.6,155.7,M
4552,Female,36.4,113.2,M
4553,Male,34.4,110.2,M
4554,Male,13.5,49.9,XS
4555,Male,28.4,120.5,XL
4556,Female,39.5,152.4,M
4557,Female,20.4,80.8,S
4558,Female,13.4,52.6,XS
4559,Female,43,167.6,XL
4560,Female,31.3,110.7,M
4561,Male,16.6,67.5,XS
4562,Male,26,113.4,S
4563,Male,33.9,135.4,M
4564,Female,22.6,89.7,S
4565,Female,27.7,111.3,S
4566,Male,11.1,62.6,XS
4567,Female,31.8,120.6,M
4568,Female,4.8,53.8,XS
4569,Male,22.2,81.9,S
4570,Female,35.3,154.1,M
4571,Male,31,114.5,M
4572,Female,2.5,46.2,XS
4573,Female,14.1,90.8,S
4574,Male,26.9,110.2,S
4575,Male,40,148.4,M
4576,Female,21,85.4,S
4577,Female,24.6,84.8,S
4578,Female,41.7,145.3,M
4579,Male,12.5,81.2,S
4580,Male,9.7,51.7,XS
4581,Female,43.6,163.3,XL
4582,Male,36.7,166.9,XL
4583,Male,18.9,91.9,S
4584,Male,18.1,85.3,S
4585,Female,30.9,113.7,M
4586,Male,16,50,XS
4587,Male,8.5,56.4,XS
4588,Male,38.9,120.4,M
4589,Female,7.7,65,XS
4590,Male,21.4,87.5,S
4591,Male,10.6,73.6,XS
4592,Female,29.3,117.7,S
4593,Female,37.3,158.5,M
4594,Male,20.5,116.2,S
4595,Male,13.1,58,XS
4596,Male,13.4,75.8,XS
4597,Male,35.3,142.9,M
4598,Female,26,130.7,XL
4599,Female,37.1,166.2,XL
4600,Female,12,53.5,XS
4601,Male,26.5,93.5,S
4602,Female,7.5,40.8,XS
4603,Female,51.6,177.7,L
4604,Female,13.7,91.9,S
4605,Female,14.2,78.3,XS
4606,Male,39.3,159.4,M
4607,Male,16.1,114.1,S
4608,Male,29.8,131,XL
4609,Female,47.7,152.9,M
4610,Female,17.8,107.4,S
4611,Female,7.8,62.2,XS
4612,Female,24,110,S
4613,Female,20.7,95,S
4614,Male,26.4,112.3,S
4615,Male,16.8,92.1,S
4616,Male,44.5,145.5,M
4617,Male,46.2,149.8,M
4618,Female,35.9,136,M
4619,Female,25.3,107.6,S
4620,Female,39.2,153.8,M
4621,Female,41,164.6,XL
4622,Female,25.5,116.7,S
4623,Female,10.1,72.7,XS
4624,Female,23.7,114.7,S
4625,Male,21.4,107.3,S
4626,Female,25.7,102.5,S
4627,Female,29.9,130.3,XL
4628,Male,25.3,120.3,XL
4629,Female,30.3,126.5,M
4630,Male,42.5,162.7,XL
4631,Male,11,79.6,XS
4632,Male,34,136,M
4633,Male,17.5,115.9,S
4634,Female,6.4,57.6,XS
4635,Male,37.6,151.5,M
4636,Male,16.9,94.5,S
4637,Male,12,95.8,S
4638,Female,28.8,104.1,S
4639,Female,10.7,64.5,XS
4640,Male,43.9,129.2,M
4641,Male,46.5,171.9,XL
4642,Male,33,144.3,M
4643,Female,18.5,86.1,S
4644,Female,17.7,70.9,XS
4645,Female,34.5,113.9,M
4646,Male,38.6,158.8,M
4647,Female,6.4,63.4,XS
4648,Female,32.6,116.7,M
4649,Male,26.9,116.6,S
4650,Male,4.5,44,XS
4651,Female,34.2,174.7,XL
4652,Female,41.1,150.3,M
4653,Male,22.5,95.4,S
4654,Male,32.9,138.8,M
4655,Female,18.7,130.7,XL
4656,Female,46,157.9,M
4657,Female,26.2,132.7,XL
4658,Female,17.4,70.4,XS
4659,Male,33.7,150.1,M
4660,Female,42.5,173.8,XL
4661,Female,27.8,141.4,XL
4662,Male,33.4,149,M
4663,Male,31.7,111.6,M
4664,Male,49.4,140.1,M
4665,Female,40.3,161.5,XL
4666,Male,33.5,170.2,XL
4667,Male,12.5,81.1,S
4668,Male,28.8,145,XL
4669,Female,40.7,185.7,XL
4670,Male,42.2,163.6,XL
4671,Male,2.9,52.7,XS
4672,Male,47.5,167.4,XL
4673,Male,30.6,142.2,M
4674,Female,13.8,88.7,S
4675,Female,12.5,67.4,XS
4676,Female,21.3,95.4,S
4677,Female,11.3,64.8,XS
4678,Female,23.2,98.2,S
4679,Male,37.9,123,M
4680,Male,39.1,152.3,M
4681,Male,12.9,81,S
4682,Female,46.8,172.4,XL
4683,Male,32.7,139.1,M
4684,Female,16.2,90.2,S
4685,Male,23.3,95,S
4686,Female,48.1,160.5,XL
4687,Female,16.8,93.2,S
4688,Female,31.2,92.7,M
4689,Male,47.4,158.4,M
4690,Female,33.5,160.9,XL
4691,Male,42.5,167.4,XL
4692,Female,38.6,179.7,XL
4693,Male,30.2,118,M
4694,Female,30.3,151.4,M
4695,Female,50.1,168.2,L
4696,Male,13.2,75.5,XS
4697,Male,37.1,137.6,M
4698,Male,4.1,78.5,XS
4699,Male,38.5,147.9,M
4700,Male,31.4,140.1,M
4701,Male,12.1,73.7,XS
4702,Female,13,62.7,XS
4703,Male,44.7,148.2,M
4704,Male,54.9,175.6,L
4705,Male,39.8,145.5,M
4706,Male,19.4,108.7,S
4707,Male,35.2,147.5,M
4708,Female,15.2,86.5,S
4709,Female,12.6,69.4,XS
4710,Male,12.6,80.3,S
4711,Female,17.3,111,S
4712,Male,9.2,78.6,XS
4713,Male,17.1,87.2,S
4714,Male,18.7,96.3,S
4715,Female,3.8,46.5,XS
4716,Male,7.1,89.4,XS
4717,Female,21.2,86,S
4718,Male,12.5,69.6,XS
4719,Female,26.2,106.5,S
4720,Female,13,77.3,XS
4721,Female,19,99.3,S
4722,Female,5.6,72.5,XS
4723,Male,37,119.7,M
4724,Male,-3.3,54.2,XS
4725,Female,26.3,112,S
4726,Female,12.4,67.6,XS
4727,Female,33,118.5,M
4728,Male,26.3,100.3,S
4729,Male,31.1,143.4,M
4730,Male,18.3,100.9,S
4731,Female,8.3,50.1,XS
4732,Male,45.2,155.3,M
4733,Male,21.6,81.5,S
4734,Female,24.1,75.6,XS
4735,Male,28.8,93.5,S
4736,Female,32.1,134.7,M
4737,Female,27.8,128.6,XL
4738,Male,17.6,53.6,XS
4739,Female,37.3,124.1,M
4740,Male,18.8,92,S
4741,Male,31.9,133.7,M
4742,Male,27.4,123.5,XL
4743,Female,21.5,106.7,S
4744,Male,17.5,82.9,S
4745,Male,25.9,109.3,S
4746,Female,43,150.1,M
4747,Female,32,106.7,M
4748,Male,13.4,77.8,XS
4749,Female,9.4,76.6,XS
4750,Female,40.4,112,M
4751,Male,15.5,65.3,XS
4752,Female,18,58.3,XS
4753,Female,38.4,165.2,XL
4754,Male,12.9,97.8,S
4755,Male,-1.6,58.8,XS
4756,Female,25.2,112.6,S
4757,Male,35.4,170.2,XL
4758,Male,29.7,139.1,XL
4759,Male,32.5,157,M
4760,Female,27.2,119.5,S
4761,Female,20.6,112.8,S
4762,Female,20.9,96,S
4763,Female,42,143.3,M
4764,Female,39.4,170.9,XL
4765,Male,51.3,162.5,L
4766,Female,38,149.9,M
4767,Male,25.9,129.3,XL
4768,Male,3.8,51.7,XS
4769,Female,7.1,41.9,XS
4770,Female,27,115.9,S
4771,Male,11.8,52.8,XS
4772,Female,13.8,52.5,XS
4773,Female,-2.6,64.4,XS
4774,Female,50.3,161.8,L
4775,Male,12.2,90.5,S
4776,Female,41.6,157.6,M
4777,Male,14.4,62,XS
4778,Male,26.6,126.8,XL
4779,Female,34.9,163.5,XL
4780,Female,11.8,86.6,S
4781,Female,25.5,128.1,XL
4782,Female,16.6,94.3,S
4783,Female,7.4,73.9,XS
4784,Male,17.7,81.6,S
4785,Male,4.6,66.3,XS
4786,Female,32.6,115.8,M
4787,Male,46.3,149.2,M
4788,Female,34.4,151.9,M
4789,Male,14.5,65,XS
4790,Female,17.5,68,XS
4791,Male,5.9,65.1,XS
4792,Male,6.6,68.5,XS
4793,Female,21.6,81.2,S
4794,Male,39.6,175,XL
4795,Female,34.5,134.2,M
4796,Female,22.9,129.2,XL
4797,Male,39,149.4,M
4798,Female,15.7,60.2,XS
4799,Female,19.8,107.8,S
4800,Male,18.6,83.2,S
4801,Male,7.2,60,XS
4802,Male,56.5,178,L
4803,Male,44.9,166.3,XL
4804,Male,19,86,S
4805,Male,20.7,96.4,S
4806,Female,38.4,120.5,M
4807,Female,14.6,71.5,XS
4808,Male,31.5,129.8,M
4809,Female,13.8,57.9,XS
4810,Female,19.1,134.1,XL
4811,Male,9.7,75,XS
4812,Female,24.3,90.7,S
4813,Male,41.6,161.7,XL
4814,Female,12,79.2,XS
4815,Male,8.5,74,XS
4816,Male,36.6,120.2,M
4817,Male,24.6,98.5,S
4818,Male,55.1,175.4,L
4819,Male,33.1,139.1,M
4820,Female,38.5,166.1,XL
4821,Female,-1.4,50.7,XS
4822,Male,3.1,69.5,XS
4823,Male,31.7,129.2,M
4824,Male,37.4,150,M
4825,Male,28.8,117.8,S
4826,Male,44.6,138.1,M
4827,Female,34.7,102.3,M
4828,Female,50.1,164.8,L
4829,Male,16.6,68.1,XS
4830,Female,21.9,87,S
4831,Male,14.8,73.8,XS
4832,Female,24.6,102.8,S
4833,Female,30.6,110.7,M
4834,Male,11.2,67.6,XS
4835,Male,5.4,48.2,XS
4836,Male,30.8,127.2,M
4837,Male,30.2,93.4,M
4838,Female,29.9,130.5,XL
4839,Male,21.2,96.3,S
4840,Female,15.2,99.5,S
4841,Female,17.5,82.6,S
4842,Male,33.3,104.5,M
4843,Male,26.7,106.9,S
4844,Male,24.7,105.6,S
4845,Male,14.1,56.6,XS
4846,Female,43.1,164.1,XL
4847,Female,3.6,56.9,XS
4848,Male,6.5,83.3,XS
4849,Female,17,64.9,XS
4850,Female,30.4,121.5,M
4851,Male,32.8,128.6,M
4852,Male,13.8,75.2,XS
4853,Male,18,97.3,S
4854,Female,9.9,80.3,XS
4855,Male,0.3,68,XS
4856,Female,23.8,101.1,S
4857,Female,2.4,56.5,XS
4858,Female,25.8,115.9,S
4859,Male,30.8,148.7,M
4860,Male,15.4,103.6,S
4861,Female,33.5,112.9,M
4862,Female,45,131.9,M
4863,Male,20.8,94.2,S
4864,Male,47.1,135.2,M
4865,Male,11.2,69.9,XS
4866,Male,41,124.6,M
4867,Female,24.6,99.7,S
4868,Female,11.6,53.9,XS
4869,Female,19,93.4,S
4870,Male,6.5,54,XS
4871,Female,51.9,161.2,L
4872,Male,15,88.5,S
4873,Female,24.3,90.3,S
4874,Male,45.1,162.2,XL
4875,Male,2.3,39.8,XS
4876,Male,27.9,84.8,S
4877,Female,41,160.3,XL
4878,Male,23.6,124.5,XL
4879,Female,-2.8,52.8,XS
4880,Male,6.2,60.2,XS
4881,Female,-8.5,49.2,XS
4882,Female,28.4,123,XL
4883,Female,14.9,63.8,XS
4884,Male,11.9,55.8,XS
4885,Female,32.6,150.3,M
4886,Female,40.7,156.3,M
4887,Male,35.8,117.4,M
4888,Female,0.8,40.6,XS
4889,Female,34.1,150.4,M
4890,Male,36.2,144.5,M
4891,Male,40.7,153.5,M
4892,Male,11,84.4,S
4893,Female,16.5,80.8,S
4894,Female,32.8,151.1,M
4895,Male,32.4,126.6,M
4896,Male,7.9,58,XS
4897,Male,13,83.3,S
4898,Female,31.9,129.2,M
4899,Male,51.8,169.8,L
4900,Female,5.2,85.8,XS
4901,Female,12.4,64.6,XS
4902,Male,13.5,88.2,S
4903,Male,1.5,47.9,XS
4904,Male,1.8,47.7,XS
4905,Male,25.3,122.7,XL
4906,Male,36.5,119.5,M
4907,Male,42.2,145.8,M
4908,Male,21.5,121.7,XL
4909,Male,6.1,61.6,XS
4910,Male,46.4,167.4,XL
4911,Female,37.2,145.5,M
4912,Female,15,84.3,S
4913,Female,29.7,121.8,XL
4914,Female,12.4,70.4,XS
4915,Male,13.7,81.1,S
4916,Male,39.1,135.2,M
4917,Female,24.2,99.1,S
4918,Male,25.3,95.7,S
4919,Female,5,42.4,XS
4920,Male,25.3,112,S
4921,Male,20.9,134.6,XL
4922,Female,33.5,108.9,M
4923,Male,2.1,41,XS
4924,Male,21.6,85.8,S
4925,Female,6.5,61.9,XS
4926,Female,25.7,101.8,S
4927,Female,43.7,161.1,XL
4928,Male,10.9,96.3,S
4929,Female,6.7,49.2,XS
4930,Female,25.3,79.9,XS
4931,Female,42.7,140.7,M
4932,Male,18.3,106.6,S
4933,Female,10.5,103.7,S
4934,Female,27.4,107.2,S
4935,Male,34.5,155.6,M
4936,Male,12.7,77.7,XS
4937,Female,8.5,68.9,XS
4938,Female,9.4,61,XS
4939,Female,6.9,71.6,XS
4940,Male,51.9,165.5,L
4941,Female,21.5,92.4,S
4942,Male,49,176.5,XL
4943,Female,22.2,90,S
4944,Male,37.3,147.1,M
4945,Female,28.2,122.6,XL
4946,Male,37.6,161.3,XL
4947,Female,40.1,159.2,M
4948,Female,13.1,60.5,XS
4949,Male,15.7,78.4,XS
4950,Male,26.7,132.9,XL
4951,Female,5.9,58.6,XS
4952,Female,38.6,129.7,M
4953,Female,15.4,77.9,XS
4954,Male,30,127.8,M
4955,Male,33.7,136.1,M
4956,Female,16.9,106.5,S
4957,Female,5.6,55.7,XS
4958,Female,30.5,146.1,M
4959,Female,39.7,161.2,XL
4960,Male,32,122.6,M
4961,Male,10.3,62.5,XS
4962,Male,11.5,78.7,XS
4963,Female,27.1,130.5,XL
4964,Male,31.9,122.3,M
4965,Female,4.9,68.9,XS
4966,Male,12.4,56.4,XS
4967,Female,16.6,104.8,S
4968,Female,10.7,79.7,XS
4969,Female,12.7,52.2,XS
4970,Female,34.9,97.4,M
4971,Female,12.6,87.7,S
4972,Male,7.1,45.5,XS
4973,Male,26.6,123.4,XL
4974,Female,23,126.2,XL
4975,Male,29.5,111.6,S
4976,Female,19.7,74,XS
4977,Male,2.4,59.4,XS
4978,Female,37.4,144.7,M
4979,Female,22.4,120.2,XL
4980,Male,26.2,120.2,XL
4981,Female,9.1,57.2,XS
4982,Male,28.7,117.4,S
4983,Male,17.6,85.2,S
4984,Male,13.9,81.8,S
4985,Male,24.7,103.1,S
4986,Female,44.5,169.2,XL
4987,Female,8.4,65.9,XS
4988,Male,23.7,92.6,S
4989,Male,17.3,108.9,S
4990,Male,42.1,162.1,XL
4991,Male,34.1,141.8,M
4992,Female,40.6,162.5,XL
4993,Female,35.4,113.5,M
4994,Female,38,140.2,M
4995,Female,1.2,52.1,XS
4996,Female,43.1,172.3,XL
4997,Female,7.5,55.5,XS
4998,Female,40.4,139.4,M
4999,Male,40.3,170.2,XL
5000,Male,45.7,147.6,M
